1st Travel Date,Airline,Booking Source,Passenger Last Name First Initial,Days in Advance (buckets),Purchased Date (week),Ticket Price - Total Paid,[Ticket Price] = [Total Paid],Is Less Than Days in Advance Threshold?,Days in Advance,Itinerary Source,Passenger Name,Purchased Date,Record Locator,Rule Class,Ticket Number,Ticket Price,Total Paid,Travel Configuration
4/26/2013,United,Sabre,HoodF,2.1-4 wks,4/7/2013,0,TRUE,FALSE,15,Concur Travel,"Hood, Frida",4/11/2013,MGYYEM,Default Travel Class,1.67E+11,176,176,OA Consulting
10/16/2013,Southwest,Southwest,HoodF,4-6 wks,9/15/2013,0,TRUE,FALSE,29,Concur Travel,"Hood, Frida",9/17/2013,BUBFFL,Default Travel Class,5.26E+12,125,125,OA Consulting
10/18/2013,American Airlines,Sabre,HoodF,4-6 wks,9/15/2013,0,TRUE,FALSE,31,Concur Travel,"Hood, Frida",9/17/2013,EVZVLR,Default Travel Class,17306570646,258,258,OA Consulting
10/22/2013,Alaska Airlines,Sabre,HoodF,< Threshold,10/6/2013,0,TRUE,TRUE,14,Concur Travel,"Hood, Frida",10/8/2013,YKRIHQ,Default Travel Class,2.77E+11,257,257,OA Consulting
3/13/2013,Aer Lingus,Sabre,MooreB,< Threshold,3/3/2013,0,TRUE,TRUE,9,Concur Travel,"Moore, Branson",3/4/2013,DNJCPI,Default Travel Class,5.37E+11,94,94,OA Consulting
3/12/2013,Aer Lingus,Sabre,MooreB,< Threshold,3/3/2013,0,TRUE,TRUE,8,Concur Travel,"Moore, Branson",3/4/2013,KOKTRG,Default Travel Class,5.37E+11,154,154,OA Consulting
5/22/2013,British Airways,Sabre,MooreB,< Threshold,5/12/2013,0,TRUE,TRUE,8,Concur Travel,"Moore, Branson",5/14/2013,NPLTDY,Default Travel Class,1.26E+12,529,529,OA Consulting
11/6/2013,Delta,Sabre,BallC,< Threshold,10/27/2013,0,TRUE,TRUE,4,Concur Travel,"Ball, Cecilia",11/2/2013,UYEVOJ,Default Travel Class,67316924118,"1,047","1,047",OA Consulting
,Alaska Airlines,Sabre,HutchinsonA,2.1-4 wks,8/25/2013,0,TRUE,FALSE,16,Concur Travel,"Hutchinson, Aydan",8/25/2013,PZWHAC,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,HutchinsonA,2.1-4 wks,8/25/2013,0,TRUE,FALSE,16,Concur Travel,"Hutchinson, Aydan",8/30/2013,PZWHAC,Default Travel Class,2.72E+11,0,0,OA Consulting
9/29/2013,Delta,Sabre,HutchinsonA,< Threshold,9/15/2013,0,TRUE,TRUE,10,Concur Travel,"Hutchinson, Aydan",9/19/2013,VCFHID,Default Travel Class,67307427034,480,480,OA Consulting
11/17/2013,Delta,Sabre,HutchinsonA,< Threshold,11/3/2013,0,TRUE,TRUE,11,Concur Travel,"Hutchinson, Aydan",11/6/2013,JCTJVV,Default Travel Class,67317680383,744,744,OA Consulting
10/26/2013,United,Sabre,DouglasA,2.1-4 wks,9/29/2013,0,TRUE,FALSE,26,Concur Travel,"Douglas, Arthur",9/30/2013,WQAAAF,Default Travel Class,1.67E+11,"1,611","1,611",OA Consulting
3/11/2013,Alaska Airlines,Sabre,SotoK,< Threshold,3/3/2013,143.8,FALSE,TRUE,10,Concur Travel,"Soto, Kaiya",3/8/2013,JWCQPG,Default Travel Class,2.77E+11,326,182,OA Consulting
,Alaska Airlines,Sabre,SotoK,< Threshold,3/10/2013,0,TRUE,TRUE,10,Concur Travel,"Soto, Kaiya",3/13/2013,JWCQPG,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,SotoK,< Threshold,3/10/2013,0,TRUE,TRUE,10,Concur Travel,"Soto, Kaiya",3/13/2013,JWCQPG,Default Travel Class,2.72E+11,0,0,OA Consulting
4/25/2013,Southwest,Southwest,SotoK,< Threshold,4/14/2013,0,TRUE,TRUE,9,Concur Travel,"Soto, Kaiya",4/16/2013,HTMIGX,Default Travel Class,5.26E+12,228,228,OA Consulting
11/17/2013,Southwest,Southwest,SotoK,2.1-4 wks,10/27/2013,0,TRUE,FALSE,16,Concur Travel,"Soto, Kaiya",11/1/2013,NUOWGW,Default Travel Class,5.26E+12,575,575,OA Consulting
,American Airlines,Sabre,MolinaK,< Threshold,1/6/2013,0,TRUE,TRUE,6,Concur Travel,"Molina, Kobe",1/8/2013,DWNRRJ,Default Travel Class,11963396190,0,0,OA Consulting
1/18/2013,American Airlines,Sabre,MolinaK,< Threshold,1/6/2013,0,TRUE,TRUE,10,Concur Travel,"Molina, Kobe",1/10/2013,DWNRRJ,Default Travel Class,17196864457,336,336,OA Consulting
1/14/2013,United,Sabre,MolinaK,< Threshold,1/6/2013,37.9,FALSE,TRUE,6,Concur Travel,"Molina, Kobe",1/10/2013,DWNRRJ,Default Travel Class,1.67E+11,413,375,OA Consulting
3/7/2013,United,Sabre,PhillipsA,< Threshold,3/3/2013,0,TRUE,TRUE,2,Concur Travel,"Phillips, Agustin",3/5/2013,MAFZPL,Default Travel Class,1.67E+11,496,496,OA Consulting
7/8/2013,American Airlines,Sabre,PhillipsA,6-8 wks,5/12/2013,0,TRUE,FALSE,53,Concur Travel,"Phillips, Agustin",5/16/2013,LSGJJZ,Default Travel Class,17228563172,428,428,OA Consulting
2/27/2013,Qatar Airways,Sabre,TerrellQ,< Threshold,2/10/2013,0,TRUE,TRUE,14,Concur Travel,"Terrell, Quinten",2/13/2013,YAEDNB,VIP,1.58E+12,269,269,OA Consulting
3/6/2013,South AfricanEx,Sabre,FisherL,< Threshold,3/3/2013,0,TRUE,TRUE,1,Concur Travel,"Fisher, Leticia",3/5/2013,OJRCIT,VIP,8.37E+11,230,230,OA Consulting
6/2/2013,Air France,Sabre,FisherL,< Threshold,5/19/2013,0,TRUE,TRUE,11,Concur Travel,"Fisher, Leticia",5/22/2013,MDEGLY,VIP,5.77E+11,"6,988","6,988",OA Consulting
5/5/2013,Virgin America,Sabre,BoothP,< Threshold,4/21/2013,0,TRUE,TRUE,11,Concur Travel,"Booth, Phillip",4/25/2013,AWKTFG,,9.85E+12,217,217,OA Consulting
5/17/2013,Alaska Airlines,Sabre,BoothP,2.1-4 wks,4/21/2013,164.9,FALSE,FALSE,23,Concur Travel,"Booth, Phillip",4/25/2013,AWKTFG,,2.77E+11,240,75,OA Consulting
,Alaska Airlines,Sabre,BoothP,2.1-4 wks,5/12/2013,0,TRUE,FALSE,23,Concur Travel,"Booth, Phillip",5/17/2013,AWKTFG,,2.72E+11,0,0,OA Consulting
6/26/2013,Southwest,Southwest,BoothP,< Threshold,6/9/2013,0,TRUE,TRUE,12,Concur Travel,"Booth, Phillip",6/14/2013,JJRPNY,Default Travel Class,5.26E+12,256,256,OA Consulting
1/7/2013,US Airways,Sabre,LarsonS,< Threshold,12/30/2012,0,TRUE,TRUE,5,Concur Travel,"Larson, Sonny",1/2/2013,MUSMGN,Default Travel Class,3.77E+11,285,285,OA Consulting
3/10/2013,British Airways,Sabre,LarsonS,2.1-4 wks,3/3/2013,895.7,FALSE,FALSE,25,Concur Travel,"Larson, Sonny",3/4/2013,HQXUPT,Default Travel Class,1.26E+12,"1,576",680,OA Consulting
5/14/2013,Alaska Airlines,Sabre,RichardsC,< Threshold,4/28/2013,0,TRUE,TRUE,12,Concur Travel,"Richards, Colten",5/2/2013,PTBABG,Default Travel Class,2.77E+11,466,466,OA Consulting
7/17/2013,Alaska Airlines,Sabre,RichardsC,< Threshold,7/7/2013,0,TRUE,TRUE,9,Concur Travel,"Richards, Colten",7/8/2013,FBAWHJ,Default Travel Class,2.77E+11,544,544,OA Consulting
8/2/2013,Alaska Airlines,Sabre,RichardsC,2.1-4 wks,7/28/2013,468.8,FALSE,FALSE,25,Concur Travel,"Richards, Colten",7/29/2013,FBAWHJ,Default Travel Class,2.77E+11,809,340,OA Consulting
,Alaska Airlines,Sabre,RichardsC,< Threshold,7/28/2013,0,TRUE,TRUE,9,Concur Travel,"Richards, Colten",8/2/2013,FBAWHJ,Default Travel Class,2.72E+11,0,0,OA Consulting
10/11/2013,Delta,Sabre,RichardsC,2.1-4 wks,9/15/2013,0,TRUE,FALSE,23,Concur Travel,"Richards, Colten",9/18/2013,RKJBPR,Default Travel Class,67306570723,"1,202","1,202",OA Consulting
7/1/2013,United,Sabre,StuartL,< Threshold,6/23/2013,0,TRUE,TRUE,5,Concur Travel,"Stuart, Lacey",6/26/2013,OGQYGU,Default Travel Class,1.67E+11,"1,280","1,280",OA Consulting
4/4/2013,Alaska Airlines,Sabre,BarajasI,4-6 wks,3/3/2013,0,TRUE,FALSE,29,Concur Travel,"Barajas, Ishaan",3/6/2013,HNUQLD,Default Travel Class,2.77E+11,280,280,OA Consulting
,Southwest,Sabre,BarajasI,< Threshold,3/31/2013,0,TRUE,TRUE,1,Concur Travel,"Barajas, Ishaan",4/3/2013,PXVRBF,Default Travel Class,5.26E+12,0,0,OA Consulting
,Southwest,Sabre,BarajasI,< Threshold,3/31/2013,0,TRUE,TRUE,1,Concur Travel,"Barajas, Ishaan",4/3/2013,PXVRBF,Default Travel Class,5.26E+12,0,0,OA Consulting
7/8/2013,Alaska Airlines,Sabre,BarajasI,4-6 wks,6/2/2013,204.8,FALSE,FALSE,33,Concur Travel,"Barajas, Ishaan",6/5/2013,NWXZBZ,Default Travel Class,2.77E+11,340,135,OA Consulting
2/5/2013,United,Sabre,MataA,< Threshold,1/27/2013,0,TRUE,TRUE,9,Concur Travel,"Mata, Aaden",1/27/2013,PGXZAB,Default Travel Class,1.67E+11,684,684,OA Consulting
2/13/2013,US Airways,Sabre,MataA,< Threshold,2/3/2013,0,TRUE,TRUE,4,Concur Travel,"Mata, Aaden",2/9/2013,PTPDYZ,Default Travel Class,3.77E+11,412,412,OA Consulting
3/18/2013,US Airways,Sabre,BatesG,< Threshold,3/10/2013,0,TRUE,TRUE,5,Concur Travel,"Bates, Gavyn",3/13/2013,JCFFMQ,Default Travel Class,3.77E+11,815,815,OA Consulting
3/22/2013,United,Sabre,BatesG,< Threshold,3/17/2013,0,TRUE,TRUE,2,Concur Travel,"Bates, Gavyn",3/21/2013,EVSQZA,Default Travel Class,1.67E+11,416,416,OA Consulting
7/8/2013,American Airlines,Sabre,BatesG,2.1-4 wks,6/16/2013,475.6,FALSE,FALSE,18,Concur Travel,"Bates, Gavyn",6/20/2013,GMQYAO,Default Travel Class,17286827204,899,424,OA Consulting
11/5/2013,United,Sabre,BatesG,< Threshold,10/27/2013,0,TRUE,TRUE,12,Concur Travel,"Bates, Gavyn",10/31/2013,HYHDHX,Default Travel Class,1.67E+11,0,0,OA Consulting
1/8/2013,Alaska Airlines,Sabre,MasonL,< Threshold,12/30/2012,0,TRUE,TRUE,5,Concur Travel,"Mason, Leonel",1/3/2013,YWVZUK,Default Travel Class,2.77E+11,"1,025","1,025",OA Consulting
1/28/2013,British Airways,Sabre,BoltonB,< Threshold,1/20/2013,0,TRUE,TRUE,7,Concur Travel,"Bolton, Bryce",1/21/2013,AUYHRJ,Default Travel Class,1.26E+12,284,284,OA Consulting
1/19/2013,British Airways,Sabre,AshleyG,< Threshold,1/6/2013,0,TRUE,TRUE,13,Concur Travel,"Ashley, Gillian",1/6/2013,LLUKMI,Default Travel Class,1.26E+12,"1,213","1,213",OA Consulting
6/2/2013,Delta,Sabre,HowardA,< Threshold,5/26/2013,0,TRUE,TRUE,5,Concur Travel,"Howard, Augustus",5/28/2013,IEDNKL,Default Travel Class,67231292582,"1,245","1,245",OA Consulting
7/16/2013,,Sabre,HaydenG,< Threshold,6/30/2013,0,TRUE,TRUE,14,Concur Travel,"Hayden, Gauge",7/3/2013,JHYUMU,Default Travel Class,3.29E+12,279,279,OA Consulting
7/23/2013,,Sabre,HaydenG,< Threshold,7/14/2013,0,TRUE,TRUE,8,Concur Travel,"Hayden, Gauge",7/15/2013,NVGTQZ,Default Travel Class,3.29E+12,277,277,OA Consulting
8/4/2013,,Sabre,HaydenG,< Threshold,7/28/2013,0,TRUE,TRUE,6,Concur Travel,"Hayden, Gauge",7/29/2013,FUVMPS,Default Travel Class,3.29E+12,436,436,OA Consulting
8/12/2013,,Sabre,HaydenG,< Threshold,8/4/2013,0,TRUE,TRUE,5,Concur Travel,"Hayden, Gauge",8/7/2013,JTMPAX,Default Travel Class,3.29E+12,311,311,OA Consulting
10/23/2013,,Sabre,HaydenG,< Threshold,10/13/2013,0,TRUE,TRUE,9,Concur Travel,"Hayden, Gauge",10/14/2013,ZNRMSW,Default Travel Class,3.29E+12,427,427,OA Consulting
12/2/2013,,Sabre,HaydenG,< Threshold,11/24/2013,0,TRUE,TRUE,7,Concur Travel,"Hayden, Gauge",11/25/2013,YFMMXQ,Default Travel Class,3.29E+12,487,487,OA Consulting
9/15/2013,British Airways,Sabre,MckeeL,< Threshold,9/8/2013,0,TRUE,TRUE,3,Concur Travel,"Mckee, Lincoln",9/13/2013,KIMOVQ,Default Travel Class,1.26E+12,847,847,OA Consulting
3/22/2013,United,Sabre,SummersM,2.1-4 wks,3/3/2013,0,TRUE,FALSE,18,Concur Travel,"Summers, Moses",3/4/2013,YRRFAI,Default Travel Class,1.67E+11,167,167,OA Consulting
3/17/2013,Alaska Airlines,Sabre,SummersM,< Threshold,3/3/2013,0,TRUE,TRUE,13,Concur Travel,"Summers, Moses",3/4/2013,YRRFAI,Default Travel Class,2.77E+11,110,110,OA Consulting
2/13/2013,United,Sabre,DavidM,< Threshold,2/3/2013,0,TRUE,TRUE,7,Concur Travel,"David, Marley",2/8/2013,LZHUAQ,Default Travel Class,1.67E+11,557,557,OA Consulting
2/25/2013,United,Sabre,DavidM,< Threshold,2/10/2013,0,TRUE,TRUE,9,Concur Travel,"David, Marley",2/16/2013,LSHACE,Default Travel Class,1.67E+11,760,760,OA Consulting
3/6/2013,United,Sabre,ValdezG,< Threshold,3/3/2013,0,TRUE,TRUE,2,Concur Travel,"Valdez, Gracie",3/4/2013,KQKELF,Default Travel Class,1.67E+11,640,640,OA Consulting
4/30/2013,United,Sabre,ValdezG,< Threshold,4/21/2013,0,TRUE,TRUE,7,Concur Travel,"Valdez, Gracie",4/23/2013,NNUTNY,Default Travel Class,1.67E+11,512,512,OA Consulting
7/28/2013,United,Sabre,ValdezG,2.1-4 wks,6/30/2013,0,TRUE,FALSE,27,Concur Travel,"Valdez, Gracie",7/1/2013,NDDALE,Default Travel Class,1.67E+11,"2,125","2,125",OA Consulting
11/4/2013,United,Sabre,ValdezG,2.1-4 wks,10/13/2013,0,TRUE,FALSE,21,Concur Travel,"Valdez, Gracie",10/15/2013,IDOUNY,Default Travel Class,1.67E+11,384,384,OA Consulting
10/31/2013,United,Sabre,ValdezG,< Threshold,10/20/2013,0,TRUE,TRUE,8,Concur Travel,"Valdez, Gracie",10/24/2013,OTETEC,Default Travel Class,1.67E+11,232,232,OA Consulting
12/1/2013,United,Sabre,ValdezG,2.1-4 wks,11/10/2013,0,TRUE,FALSE,20,Concur Travel,"Valdez, Gracie",11/12/2013,BWHURD,Default Travel Class,1.67E+11,"1,662","1,662",OA Consulting
12/15/2013,United,Sabre,ValdezG,< Threshold,12/1/2013,0,TRUE,TRUE,13,Concur Travel,"Valdez, Gracie",12/3/2013,QUIIXW,Default Travel Class,1.67E+11,418,418,OA Consulting
,United,Sabre,ValdezG,< Threshold,12/8/2013,0,TRUE,TRUE,13,Concur Travel,"Valdez, Gracie",12/9/2013,QUIIXW,Default Travel Class,1.62E+11,0,0,OA Consulting
12/15/2013,United,Sabre,ValdezG,< Threshold,12/8/2013,373.8,FALSE,TRUE,13,Concur Travel,"Valdez, Gracie",12/9/2013,QUIIXW,Default Travel Class,1.67E+11,574,200,OA Consulting
3/6/2013,Alaska Airlines,Sabre,MoonA,2.1-4 wks,2/17/2013,0,TRUE,FALSE,15,Concur Travel,"Moon, Averi",2/19/2013,DYBSFC,Default Travel Class,2.77E+11,204,204,OA Consulting
5/28/2013,Alaska Airlines,Sabre,BullockE,< Threshold,5/19/2013,0,TRUE,TRUE,6,Concur Travel,"Bullock, Elena",5/22/2013,GHFJRM,Default Travel Class,2.77E+11,752,752,OA Consulting
7/15/2013,Alaska Airlines,Sabre,BullockE,4-6 wks,6/9/2013,0,TRUE,FALSE,35,Concur Travel,"Bullock, Elena",6/10/2013,CGGWEV,Default Travel Class,2.77E+11,637,637,OA Consulting
,Alaska Airlines,Sabre,BullockE,< Threshold,6/23/2013,0,TRUE,TRUE,6,Concur Travel,"Bullock, Elena",6/29/2013,GHFJRM,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,BullockE,4-6 wks,7/14/2013,0,TRUE,FALSE,35,Concur Travel,"Bullock, Elena",7/20/2013,CGGWEV,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,BullockE,6-8 wks,8/4/2013,0,TRUE,FALSE,43,Concur Travel,"Bullock, Elena",8/5/2013,GQZFJE,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,BullockE,6-8 wks,8/25/2013,0,TRUE,FALSE,43,Concur Travel,"Bullock, Elena",8/29/2013,GQZFJE,Default Travel Class,2.72E+11,0,0,OA Consulting
2/18/2013,Delta,Sabre,CherryE,< Threshold,2/10/2013,0,TRUE,TRUE,2,Concur Travel,"Cherry, Easton",2/16/2013,DSRYQD,Default Travel Class,67206281222,822,822,OA Consulting
4/9/2013,Delta,Sabre,CraneA,< Threshold,3/31/2013,0,TRUE,TRUE,4,Concur Travel,"Crane, Amaya",4/5/2013,GHCOKQ,Default Travel Class,67218463675,522,522,OA Consulting
7/23/2013,Delta,Sabre,CraneA,< Threshold,7/14/2013,0,TRUE,TRUE,6,Concur Travel,"Crane, Amaya",7/17/2013,ZYICGL,Default Travel Class,67292869676,719,719,OA Consulting
7/28/2013,Delta,Sabre,CraneA,< Threshold,7/21/2013,0,TRUE,TRUE,6,Concur Travel,"Crane, Amaya",7/22/2013,LQHQFJ,Default Travel Class,67293695952,444,444,OA Consulting
9/24/2013,Delta,Sabre,CraneA,< Threshold,9/15/2013,0,TRUE,TRUE,8,Concur Travel,"Crane, Amaya",9/16/2013,HRETBB,Default Travel Class,67306570579,626,626,OA Consulting
11/4/2013,Delta,Sabre,CraneA,< Threshold,10/27/2013,0,TRUE,TRUE,6,Concur Travel,"Crane, Amaya",10/29/2013,QUQQXE,Default Travel Class,67316169512,975,975,OA Consulting
4/22/2013,Alaska Airlines,Sabre,RaymondE,< Threshold,4/7/2013,0,TRUE,TRUE,14,Concur Travel,"Raymond, Efrain",4/8/2013,ILSDVR,Default Travel Class,2.77E+11,288,288,OA Consulting
6/7/2013,British Airways,Sabre,RaymondE,4-6 wks,5/5/2013,0,TRUE,FALSE,30,Concur Travel,"Raymond, Efrain",5/8/2013,EWOQRL,Default Travel Class,1.26E+12,"1,923","1,923",OA Consulting
1/24/2013,Southwest,Southwest,MichaelC,< Threshold,1/20/2013,0,TRUE,TRUE,2,Concur Travel,"Michael, Clark",1/22/2013,CHREIG,Default Travel Class,5.26E+12,394,394,OA Consulting
2/18/2013,United,Sabre,MichaelC,< Threshold,2/10/2013,939.8,FALSE,TRUE,4,Concur Travel,"Michael, Clark",2/16/2013,PSAYHK,Default Travel Class,1.67E+11,"1,090",150,OA Consulting
1/10/2013,Air France,Sabre,ChanA,< Threshold,1/6/2013,0,TRUE,TRUE,1,Concur Travel,"Chan, Alfredo",1/9/2013,HYWUVH,Default Travel Class,5.77E+11,830,830,OA Consulting
3/12/2013,British Airways,Sabre,PruittA,< Threshold,3/3/2013,0,TRUE,TRUE,6,Concur Travel,"Pruitt, Aliana",3/6/2013,ZKHXUX,Default Travel Class,1.26E+12,403,403,OA Consulting
4/1/2013,British Airways,Sabre,PruittA,2.1-4 wks,3/10/2013,0,TRUE,FALSE,18,Concur Travel,"Pruitt, Aliana",3/14/2013,ENXTCF,Default Travel Class,1.26E+12,"1,379","1,379",OA Consulting
4/14/2013,British Airways,Sabre,PruittA,< Threshold,4/7/2013,0,TRUE,TRUE,6,Concur Travel,"Pruitt, Aliana",4/8/2013,ZWPKYX,Default Travel Class,1.26E+12,504,504,OA Consulting
11/8/2013,Emirates Air,Sabre,PruittA,< Threshold,10/27/2013,0,TRUE,TRUE,8,Concur Travel,"Pruitt, Aliana",10/31/2013,PDFCZQ,Default Travel Class,1.77E+12,726,726,OA Consulting
2/9/2013,Alaska Airlines,Sabre,DorseyA,4-6 wks,1/6/2013,0,TRUE,FALSE,31,Concur Travel,"Dorsey, Adalyn",1/9/2013,HUYKMR,Default Travel Class,2.77E+11,388,388,OA Consulting
7/8/2013,Alaska Airlines,Sabre,DavidsonY,6-8 wks,5/12/2013,0,TRUE,FALSE,52,Concur Travel,"Davidson, Yair",5/17/2013,NKSSQO,Default Travel Class,2.77E+11,546,546,OA Consulting
,Alaska Airlines,Sabre,SalazarB,4-6 wks,7/7/2013,0,TRUE,FALSE,32,Concur Travel,"Salazar, Bailey",7/8/2013,NUOMLL,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,SalazarB,4-6 wks,7/7/2013,0,TRUE,FALSE,32,Concur Travel,"Salazar, Bailey",7/12/2013,NUOMLL,Default Travel Class,2.72E+11,0,0,OA Consulting
7/29/2013,JetBlue,Sabre,SalazarB,< Threshold,7/14/2013,0,TRUE,TRUE,12,Concur Travel,"Salazar, Bailey",7/17/2013,EVEONV,Default Travel Class,2.80E+12,638,638,OA Consulting
2/26/2013,American Airlines,Sabre,McculloughL,4-6 wks,1/20/2013,0,TRUE,FALSE,32,Concur Travel,"Mccullough, Lilianna",1/25/2013,AJDCJQ,Default Travel Class,17200797958,544,544,OA Consulting
4/22/2013,Alaska Airlines,Sabre,AndrewsS,< Threshold,4/7/2013,0,TRUE,TRUE,10,Concur Travel,"Andrews, Sophie",4/12/2013,JLVGDO,Default Travel Class,2.77E+11,414,414,OA Consulting
4/22/2013,American Airlines,Sabre,MarshE,< Threshold,4/7/2013,0,TRUE,TRUE,11,Concur Travel,"Marsh, Eliezer",4/11/2013,ATBAWZ,Default Travel Class,17220412367,397,397,OA Consulting
5/12/2013,US Airways,Sabre,HoweC,2.1-4 wks,4/14/2013,0,TRUE,FALSE,26,Concur Travel,"Howe, Cameron",4/16/2013,BBCTIX,,3.77E+11,378,378,OA Consulting
7/8/2013,US Airways,Sabre,HoweC,6-8 wks,5/19/2013,0,TRUE,FALSE,50,Concur Travel,"Howe, Cameron",5/19/2013,BCTJQO,Default Travel Class,3.77E+11,644,644,OA Consulting
2/19/2013,Delta,Sabre,RasmussenM,< Threshold,2/10/2013,0,TRUE,TRUE,7,Concur Travel,"Rasmussen, Mia",2/12/2013,JIWILL,Default Travel Class,67205496411,238,238,OA Consulting
3/31/2013,Delta,Sabre,StoneE,< Threshold,3/17/2013,0,TRUE,TRUE,13,Concur Travel,"Stone, Emilie",3/18/2013,JRGTXS,,67213906383,448,448,OA Consulting
3/31/2013,Delta,Sabre,StoneE,< Threshold,3/17/2013,0,TRUE,TRUE,13,Concur Travel,"Stone, Emilie",3/18/2013,JRGTXS,,67213906383,448,448,OA Consulting
7/8/2013,Delta,Sabre,StoneE,6-8 wks,5/12/2013,0,TRUE,FALSE,56,Concur Travel,"Stone, Emilie",5/13/2013,MFLIHA,Default Travel Class,67227640126,560,560,OA Consulting
10/15/2013,Delta,Sabre,StoneE,2.1-4 wks,9/29/2013,0,TRUE,FALSE,15,Concur Travel,"Stone, Emilie",9/30/2013,TSCBOQ,Default Travel Class,67309309374,268,268,OA Consulting
11/14/2013,Southwest,Southwest,StoneE,< Threshold,10/27/2013,0,TRUE,TRUE,13,Concur Travel,"Stone, Emilie",11/1/2013,OEZJMP,Default Travel Class,5.26E+12,268,268,OA Consulting
5/5/2013,Delta,Sabre,TuckerM,2.1-4 wks,4/14/2013,0,TRUE,FALSE,17,Concur Travel,"Tucker, Mikayla",4/19/2013,OJCVJD,,67222318798,353,353,OA Consulting
5/5/2013,Delta,Sabre,TuckerM,2.1-4 wks,4/14/2013,0,TRUE,FALSE,17,Concur Travel,"Tucker, Mikayla",4/19/2013,OJCVJD,,67222318798,353,353,OA Consulting
5/17/2013,United,Sabre,TuckerM,4-6 wks,4/14/2013,0,TRUE,FALSE,29,Concur Travel,"Tucker, Mikayla",4/19/2013,OJCVJD,,1.67E+11,190,190,OA Consulting
8/25/2013,American Airlines,Sabre,KnoxU,< Threshold,8/11/2013,316.16,FALSE,TRUE,9,Concur Travel,"Knox, Urijah",8/16/2013,FDXWFU,Default Travel Class,17299697114,"1,531","1,215",OA Consulting
11/3/2013,Delta,Sabre,KnoxU,< Threshold,10/20/2013,0,TRUE,TRUE,13,Concur Travel,"Knox, Urijah",10/21/2013,AQQXXZ,Default Travel Class,67314381546,0,0,OA Consulting
2/26/2013,Southwest,Southwest,KruegerR,< Threshold,2/10/2013,0,TRUE,TRUE,13,Concur Travel,"Krueger, Rayna",2/13/2013,JIAYRN,Default Travel Class,5.26E+12,440,440,OA Consulting
4/21/2013,United,Sabre,HebertD,2.1-4 wks,3/31/2013,0,TRUE,FALSE,16,Concur Travel,"Hebert, Dorian",4/5/2013,GDOPSD,Default Travel Class,1.67E+11,650,650,OA Consulting
10/6/2013,United,Sabre,HebertD,2.1-4 wks,9/15/2013,0,TRUE,FALSE,17,Concur Travel,"Hebert, Dorian",9/19/2013,MLGUZM,Default Travel Class,1.67E+11,411,411,OA Consulting
1/28/2013,Southwest,Southwest,GambleC,< Threshold,1/20/2013,0,TRUE,TRUE,5,Concur Travel,"Gamble, Chris",1/23/2013,FYBKYE,Default Travel Class,5.26E+12,394,394,OA Consulting
4/22/2013,Southwest,Southwest,MendezE,< Threshold,4/7/2013,0,TRUE,TRUE,10,Concur Travel,"Mendez, Edward",4/12/2013,HHHFIS,Default Travel Class,5.26E+12,381,381,OA Consulting
4/1/2013,British Airways,Sabre,ValentineM,2.1-4 wks,3/3/2013,0,TRUE,FALSE,28,Concur Travel,"Valentine, Madeline",3/4/2013,OOTSYK,Default Travel Class,1.26E+12,"2,862","2,862",OA Consulting
4/14/2013,British Airways,Sabre,ValentineM,2.1-4 wks,3/24/2013,0,TRUE,FALSE,17,Concur Travel,"Valentine, Madeline",3/28/2013,IRTWIC,Default Travel Class,1.26E+12,212,212,OA Consulting
4/17/2013,British Airways,Sabre,ValentineM,< Threshold,3/31/2013,0,TRUE,TRUE,12,Concur Travel,"Valentine, Madeline",4/5/2013,DABOML,Default Travel Class,1.26E+12,159,159,OA Consulting
10/6/2013,British Airways,Sabre,ValentineM,2.1-4 wks,9/15/2013,0,TRUE,FALSE,16,Concur Travel,"Valentine, Madeline",9/20/2013,LCBSZD,Default Travel Class,1.26E+12,"2,998","2,998",OA Consulting
11/26/2013,British Airways,Sabre,ValentineM,2.1-4 wks,11/17/2013,108.2,FALSE,FALSE,18,Concur Travel,"Valentine, Madeline",11/19/2013,XPEXZH,Default Travel Class,1.26E+12,335,226,OA Consulting
3/31/2013,Alaska Airlines,Sabre,LarsenA,< Threshold,3/24/2013,0,TRUE,TRUE,5,Concur Travel,"Larsen, Alex",3/27/2013,CGQFSD,Default Travel Class,2.77E+11,510,510,OA Consulting
,Alaska Airlines,Sabre,LarsenA,< Threshold,3/31/2013,0,TRUE,TRUE,5,Concur Travel,"Larsen, Alex",3/31/2013,CGQFSD,Default Travel Class,2.72E+11,0,0,OA Consulting
9/22/2013,JetBlue,Sabre,DoyleJ,< Threshold,9/8/2013,0,TRUE,TRUE,14,Concur Travel,"Doyle, Jordon",9/8/2013,PFGZWK,Default Travel Class,2.80E+12,400,400,OA Consulting
